Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
Rural,Mid,West,Zone 3,5,0,5,2828,Rented,19,0,0,1,178,28.0,18,1,A+,1,19,26055
Rural,Large,West,Zone 6,7,0,4,4060,Company Owned,52,0,0,1,160,28.0,5,0,C,3,6,6138
Rural,Large,South,Zone 5,6,0,4,4572,Company Owned,37,0,0,1,186,18.0,29,0,B,6,14,36100
Rural,Large,West,Zone 5,0,4,4,3832,Rented,15,0,0,0,80,21.0,23,0,C,3,10,28063
Urban,Large,North,Zone 6,0,0,2,4552,Rented,70,0,0,0,89,24.0,15,0,B,2,6,19137
Rural,Mid,South,Zone 3,7,0,2,3776,Company Owned,61,0,0,1,112,23.0,4,1,B+,1,19,5146
Rural,Large,North,Zone 6,3,1,4,4425,Company Owned,62,1,0,1,184,27.0,32,0,C,6,6,41147
Urban,Large,West,Zone 6,2,0,4,4952,Rented,67,0,0,0,150,18.0,12,0,C,3,6,17124
Rural,Small,South,Zone 1,8,0,4,3732,Rented,66,0,0,0,260,24.0,25,0,B,2,16,31109
Rural,Small,South,Zone 1,7,1,2,3541,Company Owned,36,0,0,1,93,31.0,32,1,B+,5,21,39079
Rural,Mid,West,Zone 2,0,1,6,5373,Company Owned,28,0,0,0,177,22.0,15,0,C,2,12,19142
Rural,Mid,South,Zone 4,7,0,2,5175,Company Owned,68,0,0,1,68,23.0,26,1,A+,5,26,35098
Rural,Large,North,Zone 6,0,0,2,6050,Rented,60,0,0,0,183,37.0,18,0,A,3,29,22084
Rural,Mid,East,Zone 3,4,2,4,5682,Rented,32,0,0,0,271,19.0,4,0,B+,3,27,5118
Rural,Mid,South,Zone 2,0,2,2,5272,Company Owned,38,0,0,1,79,34.0,16,0,A+,3,32,20084
Rural,Mid,North,Zone 3,1,0,2,5960,Company Owned,47,0,1,1,145,33.0,12,0,C,6,27,15107
Rural,Large,South,Zone 6,0,0,4,4202,Rented,50,0,0,0,250,32.0,7,0,C,2,29,9142
Rural,Large,West,Zone 6,2,0,2,5465,Rented,63,1,0,1,138,24.0,18,0,A,3,6,23123
Urban,Large,North,Zone 6,7,0,3,4467,Rented,31,0,0,0,140,18.0,29,1,B,4,23,38109
Rural,Large,South,Zone 5,5,0,2,4334,Rented,32,0,0,0,201,31.0,5,1,A,3,10,6083
Rural,Mid,North,Zone 3,4,0,3,5308,Company Owned,26,0,0,1,173,23.0,18,1,A+,6,27,23105
Rural,Mid,West,Zone 4,3,0,4,4065,Rented,38,0,0,1,134,29.0,6,0,B+,4,26,8062
Rural,Mid,South,Zone 4,1,4,1,4713,Rented,21,0,0,0,138,25.0,12,0,B,3,26,14113
Rural,Small,South,Zone 1,1,0,2,4816,Company Owned,66,0,0,1,184,36.0,24,0,C,4,21,33100
Rural,Mid,West,Zone 2,7,2,7,4287,Rented,42,0,0,1,183,11.0,17,0,A,5,1,21133
Rural,Large,North,Zone 6,7,0,3,4174,Company Owned,30,1,1,1,190,35.0,33,0,A,5,6,44086
Urban,Large,South,Zone 5,8,1,3,4611,Company Owned,16,0,1,1,143,31.0,9,1,A+,4,14,12098
Rural,Large,South,Zone 5,5,0,2,3843,Company Owned,66,1,0,1,131,23.0,14,0,B+,3,25,17070
Rural,Small,North,Zone 1,8,0,3,4465,Rented,32,0,0,0,195,24.0,17,0,A,6,3,23100
Rural,Mid,South,Zone 2,5,0,2,4462,Company Owned,50,0,0,1,131,29.0,23,0,B,6,12,28087
Rural,Mid,East,Zone 4,7,0,10,4357,Company Owned,67,0,0,1,61,34.0,33,0,C,5,26,44111
Rural,Large,North,Zone 6,0,0,2,9216,Rented,51,0,0,0,190,17.0,12,0,A+,1,23,16128
Rural,Large,West,Zone 6,6,1,4,6542,Rented,52,0,0,1,270,24.0,15,0,B+,4,23,18066
Urban,Small,South,Zone 6,7,2,4,5035,Company Owned,32,0,0,1,69,28.0,17,0,A,2,2,21115
Rural,Large,North,Zone 6,8,3,2,4184,Rented,39,0,0,0,143,52.0,27,0,C,2,23,33090
Rural,Large,North,Zone 5,5,0,3,4784,Rented,15,0,0,1,265,42.0,20,0,A,3,24,25133
Rural,Large,North,Zone 5,7,0,3,4059,Company Owned,25,0,0,1,67,21.0,16,0,C,1,14,21120
Rural,Large,West,Zone 6,3,1,3,5177,Company Owned,24,0,0,0,140,29.0,27,0,A,5,23,35118
Rural,Mid,South,Zone 2,3,1,3,7045,Company Owned,57,0,0,1,144,29.0,13,0,A,3,22,18122
Rural,Small,West,Zone 6,1,1,3,5660,Rented,38,0,0,1,77,32.0,4,0,B,2,15,5055
Rural,Mid,North,Zone 2,5,2,2,5956,Company Owned,20,0,0,1,183,23.0,4,0,B+,2,12,5112
Rural,Mid,West,Zone 3,8,2,5,5163,Company Owned,16,0,0,0,100,34.0,11,1,B,4,27,13117
Rural,Mid,West,Zone 3,4,0,4,8764,Rented,25,0,0,1,207,26.0,18,1,C,4,19,25098
Rural,Mid,North,Zone 4,7,1,3,3977,Rented,66,0,0,1,123,28.0,14,1,B,2,26,17104
Rural,Mid,North,Zone 3,6,2,4,3714,Company Owned,50,0,0,1,242,31.0,15,0,C,3,19,19124
Rural,Large,West,Zone 5,4,1,3,4426,Company Owned,60,0,0,0,156,24.0,9,0,C,4,10,12118
Rural,Large,North,Zone 6,2,0,3,8451,Rented,69,0,0,0,147,20.0,37,0,A,6,28,50099
Rural,Large,South,Zone 5,5,0,3,4507,Company Owned,45,0,0,1,192,28.0,5,0,C,1,10,6099
Rural,Mid,North,Zone 4,4,1,3,5157,Rented,59,0,0,0,97,28.0,20,1,A,4,26,26067
Rural,Large,West,Zone 6,0,1,2,3053,Company Owned,28,0,0,1,106,25.0,20,0,B,2,23,23133
Rural,Large,North,Zone 5,8,0,2,4605,Rented,33,0,0,1,76,26.0,25,1,C,5,14,32099
Rural,Mid,West,Zone 4,4,0,4,4711,Rented,16,0,0,0,129,16.0,21,1,A+,3,11,29055
Rural,Mid,West,Zone 3,1,1,2,4693,Company Owned,70,0,0,0,218,36.0,15,0,B,2,19,17117
Rural,Mid,North,Zone 2,2,0,2,5292,Company Owned,34,0,0,0,245,28.0,15,1,B+,2,1,19149
Rural,Large,North,Zone 5,5,2,2,6189,Rented,41,0,0,0,185,20.0,25,0,C,5,14,31106
Rural,Mid,South,Zone 2,0,0,4,4301,Rented,15,0,0,0,254,19.0,12,0,A,5,32,17135
Rural,Large,South,Zone 6,0,0,2,4205,Company Owned,43,0,0,0,261,28.0,25,0,B+,2,29,29094
Rural,Mid,North,Zone 3,4,1,2,4252,Company Owned,32,0,0,0,114,28.0,9,0,B,2,19,11072
Rural,Small,North,Zone 6,7,1,2,6725,Company Owned,37,0,0,0,69,28.0,11,0,A,2,13,14081
Rural,Mid,West,Zone 3,1,0,2,4722,Company Owned,48,0,0,0,94,23.0,17,0,B,1,19,21140
Rural,Large,North,Zone 5,0,0,3,5007,Company Owned,54,1,0,0,135,29.0,11,0,B,5,24,12080
Rural,Mid,South,Zone 3,7,0,2,5956,Rented,15,0,0,1,189,34.0,5,1,A+,3,19,7140
Rural,Large,North,Zone 6,8,1,2,4642,Company Owned,43,0,0,1,225,37.0,10,1,C,4,23,14085
Rural,Mid,North,Zone 3,4,0,3,4362,Company Owned,34,0,0,0,72,23.0,25,1,A+,6,27,32068
Rural,Large,North,Zone 6,3,0,4,6200,Company Owned,17,0,0,1,217,25.0,5,1,C,3,28,7124
Rural,Mid,South,Zone 3,6,4,2,4735,Company Owned,42,0,0,0,223,29.0,11,1,B,5,19,13110
Rural,Mid,South,Zone 2,4,0,2,5564,Company Owned,68,0,0,1,131,28.0,4,0,B+,1,32,5136
Rural,Large,North,Zone 6,2,0,3,5591,Rented,50,0,0,1,165,22.0,16,1,B,4,23,19119
Rural,Mid,West,Zone 4,1,0,4,3768,Rented,19,1,0,1,205,45.0,24,0,A,5,26,30134
Rural,Small,North,Zone 6,6,5,4,4790,Rented,36,0,0,0,166,28.0,8,0,B+,3,9,9118
Rural,Small,South,Zone 6,5,0,2,4134,Company Owned,47,0,0,1,198,37.0,24,0,C,5,15,30100
Rural,Large,North,Zone 5,4,1,3,6162,Rented,30,0,0,1,198,40.0,16,0,C,6,24,20102
Rural,Small,South,Zone 1,8,0,2,4839,Company Owned,16,1,0,1,82,54.0,6,0,B,2,21,8080
Urban,Small,North,Zone 1,2,0,3,5225,Rented,58,0,0,1,169,29.0,25,0,B+,5,3,29103
Rural,Small,North,Zone 6,6,0,2,6259,Rented,34,0,0,1,258,34.0,11,1,A,1,9,15082
Rural,Mid,South,Zone 3,6,0,2,7001,Rented,59,0,0,1,185,24.0,16,0,B,2,19,20083
Rural,Large,South,Zone 5,6,0,3,4116,Company Owned,42,0,0,1,81,42.0,14,0,B+,5,25,17115
Rural,Large,South,Zone 5,6,0,2,4580,Rented,48,0,0,1,71,30.0,10,0,A,2,14,14089
Rural,Mid,West,Zone 4,3,3,5,3759,Rented,56,0,0,1,153,28.0,27,0,A,6,26,34087
Rural,Mid,South,Zone 2,8,1,2,4734,Company Owned,35,0,0,0,209,27.0,5,0,B+,1,32,6072
Rural,Mid,West,Zone 4,2,0,2,5343,Rented,27,0,0,1,91,28.0,21,1,A+,2,11,29059
Rural,Mid,South,Zone 3,7,0,2,3596,Company Owned,60,1,0,1,166,31.0,15,0,B+,2,19,19115
Urban,Large,North,Zone 6,0,0,2,4836,Company Owned,20,0,0,1,210,31.0,31,0,A+,3,23,42114
Urban,Mid,East,Zone 3,4,0,8,4823,Company Owned,34,0,0,0,67,27.0,11,0,A,5,27,16071
Rural,Large,West,Zone 6,8,0,5,5463,Rented,24,0,1,1,145,33.0,34,1,A+,3,23,48141
Rural,Mid,West,Zone 4,0,1,3,5183,Rented,40,0,0,0,261,16.0,5,0,B+,3,26,6150
Rural,Large,North,Zone 6,6,0,3,4756,Company Owned,46,0,0,1,98,29.0,12,0,C,6,6,17067
Rural,Mid,West,Zone 3,0,2,7,4103,Company Owned,70,1,1,1,196,28.0,4,0,B+,6,19,5123
Rural,Large,North,Zone 6,8,0,5,4427,Company Owned,64,0,0,1,129,31.0,8,0,B+,2,23,10136
Rural,Mid,South,Zone 2,3,0,2,4424,Company Owned,31,0,0,1,153,31.0,15,1,B+,3,1,17111
Rural,Large,North,Zone 6,1,0,4,4902,Company Owned,57,0,0,1,143,32.0,34,1,A+,5,6,46130
Rural,Mid,South,Zone 4,5,0,2,5637,Rented,59,0,0,0,260,15.0,9,0,B,2,26,12097
Rural,Large,North,Zone 6,6,2,2,4658,Company Owned,52,0,1,1,268,24.0,8,0,B+,2,23,9076
Rural,Small,North,Zone 6,0,0,4,4429,Company Owned,25,0,0,1,181,30.0,26,0,B+,6,13,30081
Rural,Large,North,Zone 5,8,0,3,5383,Company Owned,57,0,0,1,247,40.0,39,0,A,2,14,53088
Rural,Mid,South,Zone 3,0,1,2,4056,Rented,24,0,0,0,205,36.0,11,0,B,3,19,12107
Rural,Small,South,Zone 1,2,0,2,4665,Rented,69,0,0,1,135,27.0,19,0,B,3,30,22138
Rural,Mid,South,Zone 4,7,1,3,5446,Company Owned,19,0,0,1,66,29.0,26,0,B,4,26,31085
Rural,Small,South,Zone 6,7,0,2,5005,Rented,57,0,0,1,71,34.0,25,0,B,2,2,29085
Rural,Mid,West,Zone 4,3,2,3,3936,Rented,43,0,0,0,216,27.0,24,1,C,6,26,31096
Rural,Mid,North,Zone 4,5,1,2,5703,Rented,19,0,0,0,153,30.0,16,0,A,3,26,20127
Rural,Mid,North,Zone 2,4,0,2,5314,Rented,67,0,0,0,113,19.0,29,1,A+,5,1,41130
Rural,Mid,South,Zone 3,8,0,3,5140,Rented,66,0,0,0,156,18.0,11,0,B,3,19,12065
Rural,Large,West,Zone 5,3,1,5,4289,Company Owned,42,0,0,0,228,32.0,22,0,B+,6,24,26065
Rural,Mid,West,Zone 4,1,2,3,3924,Rented,18,0,0,1,173,28.0,11,0,A+,2,11,14107
Rural,Large,South,Zone 5,0,0,2,4498,Company Owned,25,0,0,0,94,27.0,18,0,A+,4,25,24147
Rural,Large,North,Zone 6,0,0,3,6234,Company Owned,33,0,0,0,61,20.0,18,0,A,2,23,23075
Rural,Large,South,Zone 5,1,1,3,6071,Company Owned,57,0,0,1,146,29.0,29,0,B,3,25,34068
Rural,Mid,North,Zone 2,7,4,2,4751,Rented,45,0,0,0,183,31.0,11,1,B+,2,1,14086
Rural,Mid,West,Zone 2,5,1,4,5619,Company Owned,41,0,0,0,170,32.0,32,1,A+,4,12,42139
Rural,Mid,South,Zone 2,6,0,2,7031,Rented,23,0,0,0,187,24.0,25,1,C,2,32,32104
Urban,Mid,West,Zone 4,6,1,4,5657,Company Owned,61,1,0,1,84,36.0,4,0,C,3,26,5082
Urban,Mid,West,Zone 3,4,0,4,3809,Company Owned,27,0,0,1,176,32.0,20,0,A,5,19,25100
Rural,Small,North,Zone 1,8,2,2,6443,Company Owned,27,1,0,1,84,37.0,15,0,C,6,3,20119
Rural,Large,South,Zone 5,8,0,2,3837,Company Owned,38,0,0,1,200,28.0,24,1,C,6,25,31079
Rural,Large,South,Zone 5,3,3,2,7145,Company Owned,22,0,0,1,254,29.0,22,0,B,6,14,25107
Rural,Large,North,Zone 6,8,2,5,3923,Company Owned,22,0,0,1,97,32.0,25,0,C,6,6,32111
Rural,Small,South,Zone 6,1,0,4,6890,Company Owned,35,0,0,1,60,32.0,32,0,B+,5,9,40127
Rural,Large,North,Zone 6,3,2,3,4100,Company Owned,60,0,0,1,93,27.0,10,1,A+,3,28,14133
Rural,Mid,North,Zone 4,2,0,2,4785,Rented,47,0,0,0,134,19.0,28,0,A,5,26,37121
Rural,Small,South,Zone 6,7,0,4,4175,Rented,39,0,0,1,167,21.0,14,0,B+,1,9,18069
Rural,Large,South,Zone 6,0,0,4,3834,Company Owned,24,0,0,0,71,32.0,26,0,C,2,29,32100
Rural,Large,North,Zone 6,8,0,3,6269,Company Owned,67,0,0,0,250,26.0,21,1,A+,2,29,31109
Rural,Small,South,Zone 6,3,0,3,5352,Rented,58,0,1,1,78,23.0,23,0,C,3,2,29115
Rural,Mid,West,Zone 4,0,0,5,4338,Company Owned,35,0,0,1,175,21.0,6,0,A,4,26,9061
Rural,Mid,North,Zone 2,5,0,2,4462,Rented,69,0,0,1,209,26.0,29,0,C,6,18,39135
Rural,Small,West,Zone 6,1,2,4,3968,Rented,29,1,0,0,72,28.0,14,0,C,4,8,19059
Rural,Large,West,Zone 5,4,1,2,4424,Company Owned,60,0,0,1,101,34.0,25,0,B,3,14,29057
Rural,Large,North,Zone 6,0,0,2,4718,Company Owned,31,0,0,1,256,28.0,19,0,B,5,28,24093
Rural,Large,West,Zone 5,2,0,5,4230,Rented,69,0,0,1,83,36.0,5,0,C,3,14,6099
Rural,Mid,South,Zone 3,5,0,3,3655,Rented,68,0,0,1,213,39.0,29,0,B,2,19,34066
Rural,Large,West,Zone 5,8,1,2,4405,Company Owned,18,0,0,1,93,45.0,32,1,B,6,14,40122
Rural,Mid,North,Zone 3,6,0,2,5523,Rented,28,0,0,1,59,29.0,5,1,C,1,27,7149
Rural,Large,North,Zone 6,5,0,4,3893,Company Owned,68,0,0,1,67,26.0,16,0,B+,4,29,18076
Rural,Large,North,Zone 5,7,1,3,4949,Company Owned,52,0,0,1,225,42.0,32,0,B+,2,17,38088
Rural,Large,North,Zone 6,2,1,3,6439,Company Owned,25,0,0,0,129,46.0,15,0,A+,5,7,19125
Rural,Mid,South,Zone 3,5,0,2,8717,Company Owned,41,0,0,0,237,24.0,5,1,C,2,27,7126
Rural,Mid,North,Zone 4,8,0,3,5085,Company Owned,30,0,0,1,192,28.0,15,0,B,1,26,18101
Rural,Large,North,Zone 6,8,3,3,4770,Company Owned,19,0,1,1,263,24.0,25,0,B+,3,29,29149
Rural,Large,South,Zone 5,6,0,4,4618,Rented,58,0,0,0,245,23.0,18,0,B+,3,25,21081
Rural,Mid,West,Zone 3,3,0,3,5083,Rented,49,0,0,0,114,19.0,20,0,B,6,19,25078
Rural,Mid,North,Zone 2,5,0,2,4649,Company Owned,25,0,0,1,58,20.0,32,0,B+,2,22,38086
Rural,Mid,South,Zone 4,5,0,3,3863,Rented,59,0,0,0,252,18.0,5,1,C,3,26,7151
Rural,Mid,West,Zone 3,8,4,2,5673,Rented,67,0,0,1,81,46.0,6,1,C,3,19,8131
Rural,Mid,North,Zone 3,4,0,2,5773,Rented,20,0,0,0,70,26.0,5,1,C,3,27,7062
Rural,Large,South,Zone 5,5,2,3,7497,Company Owned,27,1,1,1,250,35.0,16,0,A,6,14,20141
Rural,Mid,West,Zone 4,5,3,2,7073,Company Owned,64,0,0,0,98,37.0,9,0,B,1,26,11139
Rural,Large,North,Zone 6,4,0,3,4701,Company Owned,65,0,0,1,120,27.0,5,0,C,2,28,7106
Rural,Mid,North,Zone 3,8,0,2,4975,Company Owned,28,0,0,1,201,27.0,19,0,B,5,27,24150
Rural,Large,West,Zone 5,6,0,4,4472,Company Owned,62,0,0,1,104,30.0,12,1,B,6,24,15064
Rural,Large,North,Zone 5,0,1,3,5141,Company Owned,15,0,0,1,261,28.0,11,0,A,2,24,16092
Rural,Large,North,Zone 5,6,0,4,4734,Rented,18,0,0,0,180,23.0,7,1,C,1,17,11102
Rural,Large,North,Zone 5,4,0,2,4063,Company Owned,48,0,1,0,82,35.0,25,0,C,3,5,31108
Rural,Large,North,Zone 6,8,0,4,7710,Company Owned,30,0,0,1,252,35.0,7,1,B+,1,29,9086
Rural,Mid,South,Zone 4,5,2,2,4580,Rented,32,0,1,1,226,33.0,6,0,C,3,26,7142
Rural,Large,West,Zone 6,5,0,4,4533,Company Owned,65,0,0,1,260,27.0,10,0,C,6,23,12064
Rural,Mid,South,Zone 2,8,5,2,4634,Rented,23,0,0,0,258,17.0,9,0,B+,5,32,10102
Urban,Small,North,Zone 6,8,2,3,7186,Rented,40,0,0,1,191,42.0,27,0,B,6,9,31097
Rural,Mid,North,Zone 3,8,3,5,2613,Rented,34,0,0,1,74,26.0,19,1,A,3,19,25069
Rural,Large,North,Zone 6,4,0,4,6851,Rented,47,0,0,0,162,13.0,24,0,B,5,29,29126
Rural,Mid,West,Zone 3,3,2,3,4346,Company Owned,30,0,0,0,219,36.0,11,1,C,4,19,15111
Rural,Mid,South,Zone 3,1,1,3,3184,Company Owned,57,0,0,1,78,22.0,17,0,B+,4,27,20149
Rural,Small,West,Zone 6,3,0,6,5143,Company Owned,53,0,0,1,132,23.0,13,0,A,1,9,18114
Rural,Small,West,Zone 6,1,1,3,4675,Rented,58,0,0,0,146,26.0,7,0,B+,2,9,8091
Rural,Large,North,Zone 6,5,0,3,5601,Rented,59,0,0,1,105,35.0,31,0,C,3,28,42129
Rural,Large,West,Zone 6,6,1,4,4131,Company Owned,30,0,0,1,237,28.0,12,0,A,3,23,15138
Rural,Large,West,Zone 5,5,3,3,4205,Rented,18,0,0,1,222,23.0,19,0,C,6,10,24130
Rural,Mid,West,Zone 4,3,0,4,5758,Company Owned,38,0,0,0,148,29.0,17,0,B,3,11,19149
Rural,Large,North,Zone 6,1,3,4,3813,Company Owned,63,0,0,0,270,20.0,11,0,C,5,28,13103
Rural,Large,North,Zone 6,3,0,2,4548,Rented,48,0,0,1,142,33.0,11,1,A,1,6,15141
Rural,Mid,West,Zone 3,4,0,4,4211,Company Owned,44,0,0,1,122,46.0,34,1,A+,5,19,48098
Rural,Mid,West,Zone 4,0,0,2,6277,Company Owned,30,0,0,0,239,21.0,21,0,A+,3,11,28057
Rural,Large,West,Zone 5,0,0,3,4175,Company Owned,57,0,0,1,115,24.0,18,0,C,3,14,24072
Rural,Large,North,Zone 5,7,0,2,6242,Company Owned,59,0,0,1,165,28.0,5,0,A,2,5,7117
Urban,Large,South,Zone 5,4,0,2,5127,Rented,34,0,0,1,259,27.0,12,0,B,4,25,16066
Urban,Large,South,Zone 5,5,0,4,3744,Rented,67,0,0,1,134,30.0,11,0,B,6,25,14120
Rural,Large,West,Zone 6,3,0,4,5213,Company Owned,18,0,0,1,222,29.0,19,0,B,3,23,22087
Rural,Small,South,Zone 6,2,2,4,4439,Company Owned,54,0,0,0,241,38.0,4,0,C,1,2,6092
Rural,Large,West,Zone 6,2,3,2,4498,Company Owned,46,0,0,1,264,25.0,16,1,A,5,6,21102
Rural,Small,North,Zone 1,1,1,4,4786,Rented,17,0,0,0,231,17.0,20,0,C,6,21,25117
Rural,Small,North,Zone 6,4,2,3,6011,Rented,69,0,0,1,95,35.0,24,0,C,6,13,32081
Rural,Large,North,Zone 5,8,0,3,4439,Company Owned,43,0,0,1,172,27.0,15,0,C,5,25,19056
Rural,Small,North,Zone 6,6,0,2,4616,Company Owned,25,0,0,1,258,28.0,9,0,A,2,8,13139
Rural,Small,North,Zone 1,0,0,2,5618,Rented,55,0,0,1,258,27.0,15,0,A+,4,30,20095
Rural,Large,North,Zone 5,4,0,3,3328,Rented,53,0,0,0,199,16.0,19,0,A,2,25,25088
Urban,Mid,South,Zone 3,5,1,2,5126,Rented,25,0,0,1,167,21.0,24,1,A+,5,27,31063
Rural,Mid,South,Zone 2,2,1,2,4716,Company Owned,65,0,0,1,65,35.0,29,1,A+,6,22,39106
Rural,Large,North,Zone 5,4,0,3,4232,Company Owned,57,1,0,1,229,26.0,13,1,A+,5,17,19095
Rural,Small,North,Zone 1,0,1,4,6077,Rented,25,0,0,1,94,32.0,25,0,B,4,21,30065
Rural,Small,East,Zone 1,2,0,4,3569,Company Owned,64,0,0,1,78,27.0,13,0,B,4,31,15065
Rural,Mid,South,Zone 2,5,0,4,5153,Rented,20,0,0,1,233,28.0,22,1,A+,2,32,29110
Rural,Large,West,Zone 5,4,0,3,5096,Rented,32,0,0,1,235,29.0,21,0,C,6,14,29122
Rural,Mid,West,Zone 3,1,3,3,3942,Rented,48,0,0,0,223,18.0,4,0,A+,2,19,5132
Rural,Small,North,Zone 6,2,0,4,4007,Rented,16,0,0,1,188,30.0,29,1,A+,6,13,41149
Rural,Small,South,Zone 6,2,1,2,5003,Rented,52,0,1,1,209,39.0,12,0,A+,2,9,16067
Rural,Large,North,Zone 6,0,0,3,7220,Company Owned,48,0,0,1,183,29.0,8,0,A,6,6,10056
Rural,Small,West,Zone 6,1,0,2,3647,Rented,38,0,0,0,192,20.0,18,0,C,1,9,23105
Rural,Mid,South,Zone 3,6,0,4,5058,Rented,65,0,0,0,220,25.0,24,1,C,2,19,32113
Rural,Large,South,Zone 5,2,0,2,5814,Company Owned,41,0,0,1,111,30.0,17,0,A,1,10,24115
Rural,Large,North,Zone 6,5,0,4,5162,Company Owned,62,0,0,0,178,23.0,5,0,A,2,28,6076
Rural,Large,North,Zone 6,0,0,3,5732,Company Owned,21,0,0,1,73,25.0,28,0,B,2,4,35127
Urban,Mid,North,Zone 4,2,1,4,5692,Company Owned,19,0,0,1,169,24.0,30,1,B,3,26,37057
Rural,Mid,South,Zone 4,8,2,4,3050,Company Owned,45,0,0,1,74,37.0,4,1,A,2,26,6077
Rural,Large,West,Zone 6,4,0,4,4727,Company Owned,20,0,0,1,141,39.0,4,1,B,1,23,5080
Urban,Mid,West,Zone 2,8,0,2,5170,Rented,28,0,0,0,207,20.0,28,0,B,3,1,35056
Rural,Large,West,Zone 6,4,1,3,4241,Company Owned,41,0,0,0,208,42.0,32,0,B,3,23,38118
Rural,Mid,North,Zone 3,8,1,3,6124,Company Owned,39,0,0,0,82,25.0,23,0,A,4,27,29066
Rural,Large,South,Zone 5,5,0,2,5387,Company Owned,27,0,0,1,219,38.0,19,1,A,5,25,28115
Rural,Large,South,Zone 5,1,3,2,4473,Company Owned,20,0,0,1,205,24.0,12,0,B,5,14,14108
Rural,Mid,South,Zone 2,8,2,3,5612,Rented,69,0,0,0,269,16.0,17,1,A+,5,12,22141
Rural,Small,North,Zone 6,5,0,3,3816,Rented,31,0,0,1,259,35.0,19,1,A+,4,13,25083
Rural,Small,West,Zone 6,4,0,3,4031,Rented,34,0,0,0,254,16.0,12,1,A+,2,9,16118
Rural,Large,South,Zone 5,5,4,2,4885,Company Owned,23,0,0,0,165,19.0,16,0,A,5,14,20132
Rural,Large,West,Zone 6,0,0,6,4198,Rented,58,0,1,1,256,28.0,37,0,B+,5,23,46104
Rural,Large,North,Zone 6,2,0,2,4838,Company Owned,20,1,0,1,138,28.0,11,0,C,1,6,15112
Rural,Large,North,Zone 6,0,0,3,4127,Company Owned,19,0,1,1,208,28.0,24,0,B+,3,28,27119
Rural,Large,South,Zone 5,5,1,2,5669,Company Owned,20,0,0,1,213,26.0,14,1,C,5,25,19055
Rural,Small,North,Zone 6,4,0,2,5006,Rented,57,0,0,1,251,28.0,24,1,B+,6,13,28066
Rural,Mid,West,Zone 3,8,0,2,5006,Company Owned,57,0,0,1,131,34.0,38,0,A,3,19,51088
Rural,Mid,West,Zone 4,1,0,5,4756,Rented,22,0,0,1,270,30.0,20,0,A+,2,26,25104
Rural,Small,North,Zone 1,6,0,3,7086,Company Owned,57,0,0,1,76,29.0,18,0,B,4,21,21065
Rural,Small,South,Zone 6,0,1,2,2992,Rented,21,0,1,1,102,35.0,16,0,B+,2,9,20086
Rural,Large,West,Zone 5,3,0,4,5870,Company Owned,42,0,0,0,204,31.0,23,0,A,2,14,30058
Rural,Mid,North,Zone 2,5,0,3,4850,Rented,56,0,0,1,270,29.0,16,0,B,3,12,18055
Rural,Large,West,Zone 5,6,0,4,4860,Rented,57,0,0,0,79,18.0,6,1,B,5,24,7069
Rural,Large,North,Zone 6,7,0,4,4073,Rented,40,0,0,1,82,31.0,20,1,A+,3,29,25095
Rural,Small,North,Zone 6,2,2,2,3477,Rented,65,0,0,0,203,25.0,11,0,A+,6,13,14060
Rural,Large,North,Zone 6,5,0,2,5531,Rented,32,0,0,0,141,27.0,11,0,A,3,29,14146
Rural,Large,West,Zone 5,3,0,4,4514,Rented,26,1,0,1,204,28.0,27,1,A,5,14,38124
Rural,Large,West,Zone 5,5,0,4,3791,Company Owned,22,0,0,0,128,24.0,24,0,B+,5,10,28077
Rural,Mid,South,Zone 4,3,3,2,5140,Company Owned,42,0,0,0,73,26.0,6,0,B+,4,26,7134
Rural,Small,South,Zone 6,8,0,2,4939,Company Owned,58,0,0,1,84,25.0,20,0,B,2,2,23067
Rural,Mid,South,Zone 2,8,0,2,5495,Company Owned,39,1,0,1,63,42.0,36,0,C,3,32,49084
Rural,Large,West,Zone 5,1,0,4,3693,Company Owned,21,0,0,1,157,38.0,22,0,C,3,25,29079
Urban,Mid,North,Zone 4,4,5,3,5035,Company Owned,45,0,1,1,76,31.0,18,0,C,2,26,22129
Rural,Mid,North,Zone 3,6,0,3,5728,Company Owned,38,1,1,1,268,27.0,34,1,A+,4,19,47078
Rural,Mid,South,Zone 4,8,2,3,5028,Company Owned,67,0,0,1,72,34.0,4,0,C,1,11,5122
Rural,Mid,West,Zone 3,7,2,2,4627,Company Owned,43,0,0,1,69,32.0,5,1,A+,1,19,7143
Rural,Small,North,Zone 1,7,0,3,6013,Rented,22,0,0,1,190,26.0,8,0,A,1,16,10117
Rural,Mid,North,Zone 3,8,0,4,4467,Rented,48,0,0,1,176,47.0,19,1,B+,6,27,24082
Rural,Large,North,Zone 5,7,1,2,5333,Rented,37,0,0,1,65,24.0,20,1,A+,5,10,27094
Rural,Mid,North,Zone 4,0,0,2,6767,Company Owned,26,0,0,1,163,36.0,27,0,A,3,26,34122
Rural,Mid,North,Zone 2,2,0,3,6450,Company Owned,19,0,0,0,169,18.0,25,0,B,5,22,28075
